,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
616,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十五樓之１,18.54,住,,,1101224,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,12500000,82307,坡道平面,28.43,0,,RPWNMLKKJHHGFBB17DA,74.86,0.0,9.14,有,,1.0,十五,15
620,臺中市,西區,房地(土地+建物),臺中市西區公益路３４９號６樓之３,6.44,住,,,1101127,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,80.37,2,2,1,有,有,5730000,71295,,0.0,0,,RPUPMLRJKHHGFAB77DA,52.66,0.0,2.71,有,,0.0,十六,16
621,臺中市,東區,房地(土地+建物),臺中市東區十甲路４１５號２樓之１,8.5,住,,,1101213,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830702,97.73,3,2,2,有,有,6300000,64463,,0.0,0,,RPPOMLSJKHHGFAB27DA,76.89,4.11,3.37,有,,0.0,十三,13
622,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區太順路２８８號十樓之６,18.78,住,,,1091025,土地2建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100924,147.03,3,2,2,有,有,9560000,68760,坡道平面,29.81,1500000,預售屋、或土地及建物分件登記案件；,RPWUNLSJJIGGFBB68DA,72.28,0.0,3.71,有,,1.0,十五,15
624,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區梅川東路五段３９８號十五樓之２,35.54,住,,,1101211,土地1建物1車位2,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001222,315.3,4,2,2,有,有,32550000,103235,坡道平面,49.18,0,,RPXRMLMLKIGGFBB08DA,152.75,9.05,16.92,有,,2.0,二十四,24
625,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街３９號七樓之１,12.79,商,,,1101225,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051220,141.82,2,2,1,有,有,10750000,92440,坡道平面,38.51,1200000,,RPWNMLPLKIGGFBB87DA,64.6,0.0,3.0,有,,1.0,十四,14
627,臺中市,北屯區,房地(土地+建物),臺中市北屯區九龍街７８巷１號十二樓之２,4.92,住,,,1101217,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810529,34.57,1,0,1,有,有,2200000,63639,,0.0,0,,RPWQMLRKKIGGFBB28DA,24.81,0.0,3.53,有,,0.0,十四,14
629,臺中市,東區,房地(土地+建物)+車位,臺中市東區一心街４０２號十五樓之１,25.93,商,,,1101228,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060922,199.76,4,2,2,有,有,15620000,78194,坡道平面,25.47,0,,RPSNMLRJKHHGFAB37DA,103.73,3.23,11.76,有,,1.0,十五,15
639,臺中市,西區,房地(土地+建物)+車位,臺中市西區臺灣大道二段４９８號六樓之五,18.28,商,,,1110112,土地1建物1車位2,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,262.32,4,2,2,有,有,27500000,118277,坡道平面,55.18,3000000,其他增建；,RPROMLMKJHHGFAB86DA,112.17,15.37,12.61,有,,2.0,二十六,26
643,臺中市,中區,房地(土地+建物),臺中市中區中華路一段１２１號１２樓之２７,1.65,商,,,1110110,土地1建物1車位0,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850520,34.08,1,1,2,有,有,1830000,53697,,0.0,0,夾層；,RPQNMLPKJHHGFAB96DA,20.21,1.48,1.98,有,,0.0,十九,19
3,高雄市,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路２８９號十一樓,22.15,商,,,1101219,土地1建物1車位2,十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1040915,382.77,0,0,0,無,有,27800000,72628,坡道平面,39.52,0,,RPQNMLNKJHHGFAE07DA,195.36,6.73,24.33,有,2.0,2.0,三十八,38
4,高雄市,前金區,房地(土地+建物)+車位,高雄市前金區七賢二路１２８號二樓,6.53,商,,,1101216,土地1建物1車位1,二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,141.57,3,2,2,有,有,9950000,70283,坡道平面,41.5,0,,RPVNMLNKJHHGFAE57DA,60.31,0.0,4.01,有,,1.0,二十八,28
5,高雄市,前金區,房地(土地+建物)+車位,高雄市前金區七賢二路１２８號四樓,6.53,商,,,1101211,土地1建物1車位1,四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,141.57,3,2,2,有,有,10200000,72049,坡道平面,41.5,0,,RPOOMLNKJHHGFAE96DA,60.31,0.0,4.01,有,,1.0,二十八,28
6,高雄市,前金區,房地(土地+建物),高雄市前金區七賢二路１３６號十樓,6.14,商,,,1101231,土地1建物1車位0,十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,93.71000000000001,2,2,2,有,有,8930000,95294,,0.0,0,家具戶含傢俱設備費；,RPUOMLPLJHHGFAE87DA,56.69,0.0,3.51,有,,0.0,二十八,28
7,高雄市,前金區,房地(土地+建物),高雄市前金區七賢二路１２６號十一樓,6.02,商,,,1101230,土地1建物1車位0,十一層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,92.24000000000001,2,2,1,有,有,8330000,90308,,0.0,0,,RPVOMLPLJHHGFAE97DA,55.62,0.0,3.67,有,,0.0,二十八,28
8,高雄市,前金區,房地(土地+建物),高雄市前金區七賢二路１４８號五樓,5.6,商,,,1101211,土地1建物1車位0,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,86.84,2,2,1,有,有,7580000,87287,,0.0,0,,RPWOMLPLJHHGFAE08DA,51.77,0.0,4.09,有,,0.0,二十八,28
9,高雄市,鼓山區,房地(土地+建物),高雄市鼓山區美術東八街２２號五樓,11.16,住,,,1101214,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,91.74000000000001,2,1,1,有,有,8880000,96795,,0.0,0,含傢俱設備費；,RPVNMLQLJHHGFAE97DA,53.39,1.94,3.16,有,3.0,0.0,十五,15
11,高雄市,鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路２４８號十樓,15.05,商,,,1101111,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020604,212.92,4,2,2,有,有,18900000,88766,坡道平面,16.62,0,,RPQPMLQLJHHGFAE67DA,114.38,3.61,12.8,有,5.0,1.0,十五,15
12,高雄市,鼓山區,房地(土地+建物),高雄市鼓山區美術東四路４５８號七樓之８,6.09,商,,,1110102,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,63.09,1,1,1,有,有,4500000,71327,,0.0,0,,RPVPMLQLJHHGFAE18DA,42.07,1.04,0.0,有,,0.0,十五,15
13,高雄市,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街１３３號九樓,16.8,商,,,1101222,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,187.4,4,2,2,有,有,14000000,74707,坡道平面,21.54,0,陽台外推；,RPPNMLMLJHHGFAE96DA,105.32,1.28,11.05,有,,1.0,十五,15
14,高雄市,前金區,房地(土地+建物),高雄市前金區七賢二路１３８號十樓,5.57,商,,,1101231,土地1建物1車位0,十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,89.02,2,2,1,有,有,8250000,92676,,0.0,0,家具戶含傢俱設備費；,RPQNMLPLJHHGFAE37DA,51.49,0.0,5.7,有,,0.0,二十八,28
15,高雄市,鼓山區,房地(土地+建物),高雄市鼓山區美術北三路２０２號五樓,7.53,住,,,1101215,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1041007,78.14,2,2,1,有,有,7300000,93422,,0.0,0,含傢俱設備費；,RPRNMLRLJHHGFAE67DA,42.17,3.51,3.47,有,6.0,0.0,十五,15
17,高雄市,苓雅區,房地(土地+建物),高雄市苓雅區新光路６２巷１５號８樓之３,5.85,都市：其他:第三種特定商業專用區,,,1101223,土地1建物1車位0,八層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,137.62,3,2,2,有,有,5650000,41055,,0.0,0,,RPOQMLLKJHHGFBE07DA,90.15,2.9,9.28,有,7.0,0.0,三十五,35
20,高雄市,新興區,房地(土地+建物),高雄市新興區七賢二路５５號十五樓之３,5.19,商,,,1110114,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060424,79.42,0,1,1,有,有,6600000,83102,,0.0,0,,RPTNMLQLJHHGFBE87DA,46.41,1.99,3.23,有,8.0,0.0,十五,15
27,高雄市,前鎮區,建物,高雄市前鎮區廣西路２１１號五樓之５,0.0,,,,1100812,土地0建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6290000,53497,坡道平面,24.86,1050000,房地交易總價內含地上權權利價值189萬元地上權房屋；,RPWOMLLLKIGGFCE97DA,55.85,5.27,2.92,有,,1.0,十六,16
28,高雄市,前鎮區,建物,高雄市前鎮區廣西路２１１號六樓之６,0.0,,,,1100825,土地0建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,145.01,3,2,2,有,有,7090000,49854,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值213萬元地上權房屋；,RPXOMLLLKIGGFCE08DA,70.97,2.42,3.5,有,,1.0,十六,16
29,高雄市,前鎮區,建物,高雄市前鎮區廣西路１９９號十二樓之３,0.0,,,,1100726,土地0建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6090000,50944,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值183萬元地上權房屋；,RPOPMLLLKIGGFCE27DA,55.85,5.27,2.92,有,,1.0,十六,16
30,高雄市,前鎮區,建物,高雄市前鎮區廣西路２０１號十一樓之７,0.0,,,,1100116,土地0建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,83.14,2,2,1,有,有,3820000,45947,,0.0,0,房地交易總價內含地上權權利價值115萬元地上權房屋；,RPPPMLLLKIGGFCE37DA,47.19,4.45,2.62,有,,0.0,十六,16
31,高雄市,前鎮區,建物,高雄市前鎮區廣西路２０１號十樓之５,0.0,,,,1100717,土地0建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,1,1,有,有,6000000,51046,坡道平面,24.86,1000000,房地交易總價內含地上權權利價值180萬元地上權房屋；,RPRPMLLLKIGGFCE57DA,55.85,5.27,2.92,有,,1.0,十六,16
33,高雄市,前鎮區,房地(土地+建物),高雄市前鎮區萬和街２２號七樓,9.9,住,,,1101124,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020520,89.91,2,1,1,有,有,7300000,81192,,0.0,0,含傢俱設備費；陽台外推；,RPXOMLPLJIGGFCE38DA,49.59,3.4,7.22,有,12.0,0.0,十五,15
34,高雄市,前鎮區,建物,高雄市前鎮區廣西路２１３號九樓之１,0.0,,,,1100715,土地0建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,83.14,2,2,1,有,有,4600000,55328,,0.0,0,房地交易總價內含地上權權利價值138萬元地上權房屋；,RPPOMLLLKIGGFCE27DA,47.19,4.45,2.62,有,,0.0,十六,16
35,高雄市,前鎮區,建物,高雄市前鎮區廣西路２１１號十一樓之３,0.0,,,,1100722,土地0建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,122.81,2,2,1,有,有,6690000,57070,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值201萬元地上權房屋；,RPPNMLNLKIGGFCE37DA,55.85,5.27,2.92,有,,1.0,十六,16
36,高雄市,前鎮區,建物,高雄市前鎮區廣西路２１３號十一樓之７,0.0,,,,1100722,土地0建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,107.99,2,2,1,有,有,5380000,51486,坡道平面,24.86,1100000,房地交易總價內含地上權權利價值161萬元地上權房屋；,RPQNMLNLKIGGFCE47DA,47.19,4.45,2.62,有,,1.0,十六,16
38,高雄市,前鎮區,房地(土地+建物),高雄市前鎮區新光路１１號十九樓之３,8.11,商,,,1101205,土地2建物1車位0,十九層,三十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0880209,201.41,4,2,2,有,有,14500000,71992,,0.0,0,陽台外推；,RPQNMLMKJHHGFCE17DA,133.36,0.0,18.7,有,,0.0,三十九,39
44,高雄市,前鎮區,房地(土地+建物)+車位,高雄市前鎮區三多三路９１號十樓之１,7.27,商,,,1101221,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940504,93.4,1,1,1,有,有,6880000,73662,坡道平面,11.58,0,,RPSNMLRLJHHGFCE97DA,52.13,0.0,4.65,有,,1.0,十四,14
45,高雄市,三民區,房地(土地+建物)+車位,高雄市三民區德興街５號二樓,30.36,住,,,1101109,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100630,200.48000000000002,3,2,2,有,有,17680000,85229,坡道平面,19.79,2280000,,RPSNMLQLJHHGFDE97DA,88.04,5.51,23.65,有,,1.0,十五,15
46,高雄市,三民區,房地(土地+建物)+車位,高雄市三民區德興街１號六樓,18.32,住,,,1101115,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100630,115.28,2,1,2,有,有,10780000,89253,坡道機械,6.6,1080000,,RPTNMLQLJHHGFDE08DA,60.52,5.72,4.24,有,,1.0,十五,15
47,高雄市,三民區,房地(土地+建物)+車位,高雄市三民區德興街１號十一樓,18.32,住,,,1101205,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100630,115.28,2,1,2,有,有,10830000,91553,坡道機械,6.6,880000,,RPUNMLQLJHHGFDE18DA,60.52,5.72,4.24,有,,1.0,十五,15
48,高雄市,三民區,房地(土地+建物)+車位,高雄市三民區德興街１號十五樓,18.32,住,,,1101202,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100630,115.28,2,1,2,有,有,11180000,92933,坡道機械,6.6,1080000,,RPVNMLQLJHHGFDE28DA,60.52,5.72,4.24,有,,1.0,十五,15
54,高雄市,三民區,房地(土地+建物)+車位,高雄市三民區鼎愛街２８號九樓,11.56,住,,,1101220,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901130,103.33,2,2,1,有,有,7000000,67744,坡道平面,26.6,0,另有機車位含傢俱設備費；,RPUOMLPLJHHGFDE18DA,46.94,2.95,3.73,有,,1.0,十三,13
58,高雄市,三民區,房地(土地+建物),高雄市三民區建興路３６５巷３號八樓之５,4.65,商,,,1101205,土地1建物1車位0,八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091102,70.88,1,1,1,有,有,4580000,64616,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVUMLQLJHHGFDE98DA,39.66,0.0,6.42,有,19.0,0.0,二十六,26
61,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區文學路６６６號十樓,17.75,住,,,1101117,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890111,149.18,3,2,2,有,有,8590000,57581,坡道平面,29.72,0,全屋就已知悉及未知悉之滲漏水情形買方願自行修繕處理，即賣方不負民法規範之滲漏水瑕疵擔保責任。,RPQOMLQJKIGGFEE87DA,80.1,0.0,10.68,有,,1.0,十四,14
62,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區新榮街５１巷８號九樓之２,18.6,住,,,1101128,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950306,151.53,3,2,2,有,有,15100000,99650,坡道平面,28.07,0,,RPXPMLLLKIGGFEE38DA,79.41,0.44,8.16,有,,1.0,十五,15
63,高雄市,左營區,房地(土地+建物),高雄市左營區正心街８５號六樓之３,5.96,商,,,1101229,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,80.78999999999999,2,1,1,有,有,6800000,84169,,0.0,0,陽台外推；,RPVNMLRJJHHGFEE28DA,41.58,1.46,8.28,有,21.0,0.0,十五,15
64,高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區秀群路４９９巷７弄１７號五樓,12.02,商,,,1101201,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020531,163.45999999999998,3,2,2,有,有,11000000,67295,坡道平面,24.79,0,,RPRPMLQJJHHGFEE97DA,82.15,4.75,4.24,有,22.0,1.0,十五,15
66,高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區壽豐路２９０號八樓,25.57,住,,,1101217,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1031125,175.88,4,2,2,有,有,12700000,72208,坡道平面,26.11,0,含裝潢費；含傢俱設備費；,RPTPMLOKJHHGFEE08DA,89.31,1.44,9.61,有,23.0,1.0,十五,15
68,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區立大路２８８號六樓之１,12.75,商,,,1101212,土地2建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1051110,161.17000000000002,3,2,2,有,有,13000000,80660,坡道機械,23.65,0,含裝潢費；含傢俱設備費；,RPQNMLLLJHHGFEE37DA,82.32,1.69,4.66,有,24.0,1.0,二十三,23
69,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區緯九路２１１號十二樓之５,44.56,住,,,1110111,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991207,207.45,4,2,2,有,有,4341869,20930,坡道平面,0.0,0,政府機關標讓售；,RPPQMLLLJHHGFEE57DA,115.19,0.0,9.72,有,,1.0,十四,14
70,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區海景街３０８號四樓之３,45.0,住,,,1110111,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,205.45999999999998,3,2,2,有,有,4315289,21003,其他,0.0,0,政府機關標讓售；,RPQQMLLLJHHGFEE67DA,115.48,0.0,9.6,有,,1.0,十四,14
71,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區海景街３０８號二樓之５,45.0,住,,,1110111,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,205.45999999999998,3,2,2,有,有,4315289,21003,其他,0.0,0,政府機關標讓售；,RPRQMLLLJHHGFEE77DA,115.48,0.0,9.6,有,,1.0,十四,14
72,高雄市,左營區,房地(土地+建物)+車位,高雄市左營區海景街５０１號三樓之３,44.82,住,,,1110111,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991124,206.6,4,2,2,有,有,4330715,20962,坡道平面,0.0,0,政府機關標讓售；,RPSQMLLLJHHGFEE87DA,115.19,0.0,9.72,有,,1.0,十四,14
